student_id,name,grade,n_requested,n_assigned,n_missing,section_ids,course_ids,missing_courses
27005,Student_27005,12,8,6,2,ADVHS01.15|E1201.3|G1201.5|I1208.1|L1304.1|OA1322.1|OI1303.1,ADVHS01|E1201|G1201|I1208|L1304|OA1322|OI1303,OB1532|OH1501
28163,Student_28163,11,9,8,1,A1105.4|ADVHS01.5|C0905.1|E1101.3|G1203.2|I1212.4|I1213.4|L1304.1|OI1003.2,A1105|ADVHS01|C0905|E1101|G1203|I1212|I1213|L1304|OI1003,OH1401
28139,Student_28139,11,8,7,1,A1105.2|ADVHS01.35|C0904.4|E1101.2|G1203.2|L1304.3|OH1401.2|OI1003.5,A1105|ADVHS01|C0904|E1101|G1203|L1304|OH1401|OI1003,OJ1203
30092,Student_30092,9,8,8,0,A0901.4|ADVHS01.6|B0901.6|E0901.3|G0901.6|H0904.2|I1003.4|J0903.3|OC1305.2,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0903|OC1305,
30182,Student_30182,9,8,7,1,A0901.4|ADVHS01.8|B0901.6|C0904.3|E0901.1|G0901.6|H0904.5|J0903.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0903,I0903
27010,Student_27010,12,9,7,2,A1204.2|ADVHS01.5|E1201.6|G1201.3|I1212.3|I1213.2|OC1310.3|OI1305.1,A1204|ADVHS01|E1201|G1201|I1212|I1213|OC1310|OI1305,J1203|OH1501
27014,Student_27014,12,7,7,0,ADVHS01.19|E1201.3|G1202.1|J1203.5|L1304.1|OA1322.1|OB1520.1|OH1501.2,ADVHS01|E1201|G1202|J1203|L1304|OA1322|OB1520|OH1501,
29119,Student_29119,10,8,8,0,A1006.4|ADVHS01.14|B1001.6|E1001.5|G1004.6|H1001.4|I1211.2|OC1310.2|OZ1323.5,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1211|OC1310|OZ1323,
27106,Student_27106,12,8,7,1,ADVHS01.14|E1201.4|G1201.1|J1203.4|L1303.1|OA1322.2|OH1501.1|OI1305.4,ADVHS01|E1201|G1201|J1203|L1303|OA1322|OH1501|OI1305,OI1303
27142,Student_27142,12,9,8,1,A1204.3|ADVHS01.26|E1201.2|G1202.1|I1212.2|I1213.2|J1203.4|L1304.2|OB1520.2,A1204|ADVHS01|E1201|G1202|I1212|I1213|J1203|L1304|OB1520,H1201B
28036,Student_28036,11,9,8,1,A1105.2|ADVHS01.15|E1101.2|G1203.2|I1212.1|I1213.1|L1304.3|OC1307.1|OI1003.5,A1105|ADVHS01|E1101|G1203|I1212|I1213|L1304|OC1307|OI1003,OH1401
29080,Student_29080,10,8,7,1,A1006.3|ADVHS01.35|B1001.3|E1001.2|G1004.7|H1206.1|I1211.1|OZ1323.3,A1006|ADVHS01|B1001|E1001|G1004|H1206|I1211|OZ1323,OZ1207
28050,Student_28050,11,9,9,0,A1105.4|ADVHS01.36|C0907.1|E1101.6|G1203.3|H1201B.1|I1204.1|I1212.3|I1213.3|L1304.1,A1105|ADVHS01|C0907|E1101|G1203|H1201B|I1204|I1212|I1213|L1304,
29008,Student_29008,10,8,7,1,A1006.6|ADVHS01.20|B1001.5|B1006.1|E1001.5|G1004.6|I1214.2|OI1003.2,A1006|ADVHS01|B1001|B1006|E1001|G1004|I1214|OI1003,OJ1204
30003,Student_30003,9,8,8,0,A0901.3|ADVHS01.9|B0901.2|C0904.4|E0901.6|G0901.2|H0904.7|I1003.7|J0903.2,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I1003|J0903,
30008,Student_30008,9,8,8,0,A0901.2|ADVHS01.3|B0901.6|E0901.6|G0901.1|H0904.4|I1003.7|J0901.3|OC1305.3,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0901|OC1305,
28061,Student_28061,11,8,8,0,A1105.3|ADVHS01.24|E1101.3|G1203.1|L1301.3|OC1310.2|OH1305.1|OI1003.2|OJ1204.1,A1105|ADVHS01|E1101|G1203|L1301|OC1310|OH1305|OI1003|OJ1204,
30031,Student_30031,9,8,8,0,A0901.3|ADVHS01.18|B0901.4|C0904.4|E0901.6|G0901.2|H0904.7|I0903.1|J0901.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I0903|J0901,
30066,Student_30066,9,8,7,1,A0901.1|ADVHS01.33|B0901.7|E0901.2|G0901.1|H0904.6|J0903.1|OC1305.4,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I0903
28013,Student_28013,11,8,7,1,A1105.3|ADVHS01.8|C0904.4|E1101.3|G1203.1|L1301.3|OI1305.2|OJ1204.1,A1105|ADVHS01|C0904|E1101|G1203|L1301|OI1305|OJ1204,OH1401
30072,Student_30072,9,8,7,1,A0901.4|ADVHS01.15|B0901.4|E0901.2|G0901.4|H0904.6|J0903.1|OC1305.4,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I1003
30085,Student_30085,9,8,7,1,A0901.1|ADVHS01.16|B0901.2|E0901.6|G0901.7|H0904.4|J0903.2|OC1305.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I1003
30076,Student_30076,9,8,7,1,A0901.6|ADVHS01.28|B0901.5|E0901.4|G0901.6|H0904.5|I1003.6|OC1305.3,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|OC1305,J0901
28022,Student_28022,11,8,8,0,A1105.2|ADVHS01.11|E1101.2|G1203.4|I1204.1|L1304.1|OA1317.1|OC1310.3|OH1305.2,A1105|ADVHS01|E1101|G1203|I1204|L1304|OA1317|OC1310|OH1305,
26023,Student_26023,12,8,6,2,ADVHS01.13|E1201.4|G1201.6|J1203.3|L1304.3|OA1318.1|OI1305.4,ADVHS01|E1201|G1201|J1203|L1304|OA1318|OI1305,OH1501|OI1303
27160,Student_27160,12,8,6,2,ADVHS01.22|E1201.2|G1201.5|I1204.2|J1203.2|OC1305.3|OH1306.1,ADVHS01|E1201|G1201|I1204|J1203|OC1305|OH1306,L1304|OA1322
28137,Student_28137,11,8,7,1,A1105.2|ADVHS01.5|E1101.2|G1203.2|I1215.1|L1301.1|OH1401.2|OI1003.3,A1105|ADVHS01|E1101|G1203|I1215|L1301|OH1401|OI1003,OA1304
29172,Student_29172,10,8,7,1,A1006.7|ADVHS01.12|B1001.2|E1001.4|G1004.7|H1001.4|I1003.5|OZ1323.5,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OZ1323,OJ1204
27006,Student_27006,12,8,8,0,ADVHS01.6|E1201.1|G1201.6|I1208.1|J1203.3|L1302.1|L1304.3|OA1317.1|OH1501.2,ADVHS01|E1201|G1201|I1208|J1203|L1302|L1304|OA1317|OH1501,
27098,Student_27098,12,8,7,1,A1204.1|ADVHS01.29|E1201.3|G1201.2|J1203.1|OH1306.3|OI1303.2|OI1305.2,A1204|ADVHS01|E1201|G1201|J1203|OH1306|OI1303|OI1305,L1304
28031,Student_28031,11,9,9,0,A1105.1|ADVHS01.31|E1101.1|I1212.1|I1213.1|OC1310.2|OH1305.3|OI1003.6|OZ1207.1|VHS0052.2,A1105|ADVHS01|E1101|I1212|I1213|OC1310|OH1305|OI1003|OZ1207|VHS0052,
28140,Student_28140,11,8,7,1,A1105.2|ADVHS01.33|C0904.1|E1101.5|G1203.4|L1304.3|OH1305.3|OI1003.4,A1105|ADVHS01|C0904|E1101|G1203|L1304|OH1305|OI1003,OJ1203
28089,Student_28089,11,8,8,0,A1105.2|ADVHS01.36|C0904.3|E1101.4|G1203.1|L1301.1|L1302.2|OH1401.1|OI1003.3,A1105|ADVHS01|C0904|E1101|G1203|L1301|L1302|OH1401|OI1003,
27130,Student_27130,12,8,7,1,A1204.1|ADVHS01.3|E1201.6|J1203.1|L1304.1|OC1310.3|OH1501.2|OI1305.1,A1204|ADVHS01|E1201|J1203|L1304|OC1310|OH1501|OI1305,G1201
29133,Student_29133,10,8,8,0,A1006.6|ADVHS01.28|B1001.2|E1001.5|G1004.6|H1001.4|I1003.1|OI1003.5|OZ1323.5,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OI1003|OZ1323,
28166,Student_28166,11,9,8,1,A1105.2|ADVHS01.3|E1101.6|I1204.2|I1212.4|I1213.4|I1214.1|OJ1203.1|VHS0052.2,A1105|ADVHS01|E1101|I1204|I1212|I1213|I1214|OJ1203|VHS0052,OC1307
27057,Student_27057,11,8,7,1,ADVHS01.27|C0907.1|E1101.6|L1304.2|OA1319.1|OB1520.1|OH1305.1|OI1003.6,ADVHS01|C0907|E1101|L1304|OA1319|OB1520|OH1305|OI1003,G1203
27012,Student_27012,12,7,7,0,A1204.3|ADVHS01.17|E1201.5|G1201.4|J1203.5|L1304.1|OH1501.2|OI1305.2,A1204|ADVHS01|E1201|G1201|J1203|L1304|OH1501|OI1305,
28135,Student_28135,11,8,7,1,A1105.5|ADVHS01.4|C0904.3|E1101.5|G1203.3|L1301.1|OA1304.1|OI1305.5,A1105|ADVHS01|C0904|E1101|G1203|L1301|OA1304|OI1305,OH1401
29046,Student_29046,10,8,7,1,A1006.4|ADVHS01.32|B1001.3|B1006.1|E1001.5|G1004.2|I1003.1|I1214.1,A1006|ADVHS01|B1001|B1006|E1001|G1004|I1003|I1214,OJ1204
26106,Student_26106,12,9,8,1,ADVHS01.13|E1201.1|G1201.1|I1212.4|I1213.4|L1301.1|OA1322.2|OH1306.3|OI1305.2,ADVHS01|E1201|G1201|I1212|I1213|L1301|OA1322|OH1306|OI1305,J1203
29027,Student_29027,10,8,7,1,A1006.3|ADVHS01.5|B1001.5|E1001.1|G1004.3|H1001.3|I1211.1|OJ1306.1,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1211|OJ1306,B1006
27097,Student_27097,12,8,6,2,ADVHS01.20|E1201.4|G1201.6|J1203.2|L1304.1|OA1322.1|OB1520.2,ADVHS01|E1201|G1201|J1203|L1304|OA1322|OB1520,OH1501|OI1303
29050,Student_29050,10,8,8,0,A1006.1|ADVHS01.8|B1001.3|E1001.1|G1004.6|H1001.1|I1003.1|OI1003.2|OZ1323.2,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OI1003|OZ1323,
29014,Student_29014,9,8,7,1,A0901.6|ADVHS01.23|B0901.7|E0901.1|G0901.7|H0904.5|J0901.2|OC1306.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0901|OC1306,I0903
29155,Student_29155,10,8,8,0,A1006.2|ADVHS01.3|B1001.5|E1001.2|G1004.4|I1003.1|I1214.2|OI1003.1|OZ1323.3,A1006|ADVHS01|B1001|E1001|G1004|I1003|I1214|OI1003|OZ1323,
28164,Student_28164,11,8,8,0,A1105.2|ADVHS01.27|E1101.6|G1203.1|I1214.1|L1301.1|L1302.1|OC1310.2|OI1003.3,A1105|ADVHS01|E1101|G1203|I1214|L1301|L1302|OC1310|OI1003,
27035,Student_27035,12,8,7,1,ADVHS01.8|E1201.5|G1201.5|L1304.2|OA1322.1|OH1306.3|OI1303.2|OI1305.1,ADVHS01|E1201|G1201|L1304|OA1322|OH1306|OI1303|OI1305,OB1532
29071,Student_29071,10,8,7,1,A1006.2|ADVHS01.21|B1001.3|E1001.5|G1004.6|OI1003.6|OZ1207.1|OZ1323.2,A1006|ADVHS01|B1001|E1001|G1004|OI1003|OZ1207|OZ1323,H1001
27025,Student_27025,12,9,8,1,A1204.1|ADVHS01.30|C0907.1|E1201.6|G1202.1|I1212.2|I1213.2|J1203.3|OH1501.2,A1204|ADVHS01|C0907|E1201|G1202|I1212|I1213|J1203|OH1501,OI1303
27081,Student_27081,12,9,8,1,ADVHS01.8|E1201.5|G1201.6|I1208.1|I1212.1|I1213.1|OB1520.1|OB1532.1|OH1306.2,ADVHS01|E1201|G1201|I1208|I1212|I1213|OB1520|OB1532|OH1306,OA1322
27131,Student_27131,12,8,7,1,ADVHS01.9|E1201.1|G1201.1|J1203.5|L1304.4|OA1322.2|OB1520.1|OH1306.2,ADVHS01|E1201|G1201|J1203|L1304|OA1322|OB1520|OH1306,OI1303
29052,Student_29052,10,8,8,0,A1006.6|ADVHS01.6|B1001.7|E1001.5|G1004.6|H1001.2|I1003.3|OJ1204.1|OZ1323.4,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OJ1204|OZ1323,
29034,Student_29034,10,8,8,0,A1006.6|ADVHS01.34|B1001.5|E1001.6|G1004.1|H1206.2|OI1003.2|OZ1207.2|OZ1323.3,A1006|ADVHS01|B1001|E1001|G1004|H1206|OI1003|OZ1207|OZ1323,
30161,Student_30161,9,8,8,0,A0901.3|ADVHS01.20|B0901.3|C0904.1|E0901.5|G0901.1|H0904.3|I1003.5|J0903.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I1003|J0903,
29153,Student_29153,10,8,8,0,A1006.5|ADVHS01.16|B1001.7|E1001.2|H1206.1|OI1003.6|OJ1204.1|OZ1323.4|VHS0052.1,A1006|ADVHS01|B1001|E1001|H1206|OI1003|OJ1204|OZ1323|VHS0052,
28054,Student_28054,11,8,8,0,ADVHS01.25|E1101.3|I1204.1|L1304.4|OA1317.1|OA1319.2|OC1310.3|OH1305.2|VHS0052.1,ADVHS01|E1101|I1204|L1304|OA1317|OA1319|OC1310|OH1305|VHS0052,
28102,Student_28102,11,8,7,1,A1105.4|ADVHS01.28|C0904.1|E1101.2|L1301.3|L1302.1|OH1305.1|OI1003.1,A1105|ADVHS01|C0904|E1101|L1301|L1302|OH1305|OI1003,G1203
30079,Student_30079,9,8,7,1,A0901.5|ADVHS01.36|B0901.5|E0901.3|G0901.7|H0904.4|J0903.3|OC1305.4,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I0903
30111,Student_30111,9,8,7,1,A0901.3|ADVHS01.13|B0901.4|E0901.2|G0901.3|H0904.4|J0903.1|OC1305.2,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I1003
30125,Student_30125,9,8,7,1,A0901.6|ADVHS01.31|B0901.2|E0901.6|G0901.1|H0904.7|J0903.1|OC1305.2,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I0903
30069,Student_30069,9,8,7,1,A0901.2|ADVHS01.19|B0901.1|C0904.2|E0901.3|G0901.6|H0904.2|I1003.7,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I1003,J0901
30023,Student_30023,9,8,8,0,A0901.4|ADVHS01.26|B0901.6|C0904.1|E0901.2|G0901.7|H0904.1|I1003.3|J0901.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I1003|J0901,
30055,Student_30055,9,8,8,0,A0901.1|ADVHS01.4|B0901.6|C0904.4|E0901.5|G0901.3|H0904.1|I1003.5|J0901.1,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I1003|J0901,
29113,Student_29113,10,8,7,1,A1006.3|ADVHS01.11|B1001.6|C0904.4|E1001.2|G1004.3|I1211.1|OZ1323.3,A1006|ADVHS01|B1001|C0904|E1001|G1004|I1211|OZ1323,H1001
29089,Student_29089,10,8,7,1,A1006.1|ADVHS01.13|B1001.5|E1001.1|G1004.6|H1001.1|OI1003.2|OZ1323.4,A1006|ADVHS01|B1001|E1001|G1004|H1001|OI1003|OZ1323,C0904
30036,Student_30036,9,8,8,0,A0901.6|ADVHS01.12|B0901.2|C0904.1|E0901.4|G0901.5|H0904.7|I1003.4|J0901.2,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I1003|J0901,
29173,Student_29173,10,8,8,0,A1006.2|ADVHS01.14|B1001.1|C0904.4|E1001.1|G1004.4|H1001.3|I1211.2|OZ1323.3,A1006|ADVHS01|B1001|C0904|E1001|G1004|H1001|I1211|OZ1323,
28046,Student_28046,10,8,8,0,A1006.1|ADVHS01.17|B1001.3|E1001.6|G1004.7|H1001.4|I1003.3|OC1305.1|OZ1323.1,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OC1305|OZ1323,
29018,Student_29018,10,8,8,0,A1006.7|ADVHS01.7|B1001.7|E1001.3|G1004.7|I1003.5|I1214.2|OZ1207.1|OZ1323.2,A1006|ADVHS01|B1001|E1001|G1004|I1003|I1214|OZ1207|OZ1323,
27085,Student_27085,12,8,6,2,ADVHS01.22|E1201.4|G1202.1|J1203.2|L1304.3|OC1310.2|OH1306.1,ADVHS01|E1201|G1202|J1203|L1304|OC1310|OH1306,OA1322|OI1303
30077,Student_30077,9,8,7,1,A0901.1|ADVHS01.34|B0901.1|C0904.4|E0901.6|G0901.5|H0904.7|J0901.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0901,I1003
28178,Student_28178,11,9,9,0,ADVHS01.36|C0907.1|E1101.3|H1201B.1|I1204.1|I1212.3|I1213.3|L1304.1|OA1319.1|VHS0052.1,ADVHS01|C0907|E1101|H1201B|I1204|I1212|I1213|L1304|OA1319|VHS0052,
27022,Student_27022,12,7,6,1,A1204.1|ADVHS01.4|E1201.1|G1201.6|J1203.3|L1304.3|OH1501.2,A1204|ADVHS01|E1201|G1201|J1203|L1304|OH1501,OI1303
30027,Student_30027,9,8,8,0,A0901.3|ADVHS01.36|B0901.4|E0901.6|G0901.7|H0904.4|I1003.7|J0901.3|OC1307.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0901|OC1307,
30043,Student_30043,9,8,7,1,A0901.5|ADVHS01.11|B0901.5|C0904.2|E0901.5|G0901.5|H0904.2|J0903.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0903,I0903
29106,Student_29106,10,8,8,0,A1006.4|ADVHS01.6|B1001.3|C0907.1|E1001.6|G1004.2|I1211.1|I1214.3|OZ1323.1,A1006|ADVHS01|B1001|C0907|E1001|G1004|I1211|I1214|OZ1323,
27017,Student_27017,12,7,7,0,A1204.3|ADVHS01.21|E1201.4|G1201.5|J1203.3|L1304.1|OH1501.1|OI1305.4,A1204|ADVHS01|E1201|G1201|J1203|L1304|OH1501|OI1305,
29122,Student_29122,10,8,8,0,A1006.7|ADVHS01.35|B1001.7|E1001.4|G1004.7|H1001.4|I1003.5|OZ1207.1|OZ1323.2,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OZ1207|OZ1323,
27040,Student_27040,12,8,7,1,A1204.3|ADVHS01.16|E1201.4|G1201.4|J1203.4|L1304.3|OC1310.1|OI1305.4,A1204|ADVHS01|E1201|G1201|J1203|L1304|OC1310|OI1305,OH1501
30155,Student_30155,9,8,7,1,A0901.3|ADVHS01.6|B0901.5|C0904.4|E0901.3|G0901.7|H0904.4|J0901.2,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0901,I0903
30025,Student_30025,9,8,8,0,A0901.3|ADVHS01.20|B0901.7|E0901.2|G0901.2|H0904.3|I1003.7|J0903.2|OC1305.4,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0903|OC1305,
29003,Student_29003,10,8,7,1,A1006.6|ADVHS01.34|B1001.5|E1001.6|G1004.6|I1003.7|OI1003.5|OZ1323.3,A1006|ADVHS01|B1001|E1001|G1004|I1003|OI1003|OZ1323,H1001
30153,Student_30153,9,8,8,0,A0901.6|ADVHS01.1|B0901.6|C0904.3|E0901.1|G0901.3|H0904.5|I1003.6|J0901.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I1003|J0901,
30135,Student_30135,9,8,8,0,A0901.6|ADVHS01.12|B0901.3|E0901.4|G0901.7|H0904.3|I1003.1|J0901.3|OC1305.2,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0901|OC1305,
30123,Student_30123,9,8,7,1,A0901.6|ADVHS01.16|B0901.5|C0904.3|E0901.3|G0901.3|H0904.2|J0901.1,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0901,I0903
30064,Student_30064,9,8,7,1,A0901.4|ADVHS01.5|B0901.1|C0904.1|E0901.2|G0901.3|H0904.5|J0901.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0901,I0903
30109,Student_30109,9,8,7,1,A0901.5|ADVHS01.17|B0901.6|E0901.5|G0901.4|H0904.1|J0901.1|OC1305.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0901|OC1305,I0903
30058,Student_30058,9,8,7,1,A0901.6|ADVHS01.27|B0901.1|E0901.1|G0901.1|H0904.4|I1003.3|J0901.3,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0901,C0904
30089,Student_30089,9,8,7,1,A0901.3|ADVHS01.36|B0901.5|C0904.3|E0901.2|G0901.3|H0904.4|J0903.2,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0903,I0903
30093,Student_30093,9,8,7,1,A0901.1|ADVHS01.2|B0901.2|C0904.4|E0901.3|G0901.7|H0904.3|I1003.6,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I1003,J0901
29135,Student_29135,10,8,8,0,A1006.7|ADVHS01.34|B1001.5|E1001.4|G1004.7|H1001.3|I1211.1|OJ1306.1|OZ1323.5,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1211|OJ1306|OZ1323,
30054,Student_30054,9,8,7,1,A0901.1|ADVHS01.12|B0901.3|E0901.4|G0901.2|H0904.1|J0901.2|OC1307.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0901|OC1307,I0903
29090,Student_29090,9,8,7,1,A0901.6|ADVHS01.15|B0901.6|E0901.6|G0901.2|H0904.1|J0901.1|OC1305.2,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0901|OC1305,I0903
30037,Student_30037,9,8,7,1,A0901.5|ADVHS01.11|B0901.1|C0904.4|E0901.3|G0901.4|H0904.4|J0901.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0901,I0903
30094,Student_30094,9,8,7,1,A0901.4|ADVHS01.33|B0901.2|C0904.3|E0901.2|G0901.4|H0904.5|J0901.2,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0901,I1003
30010,Student_30010,9,8,7,1,A0901.2|ADVHS01.23|B0901.7|E0901.4|G0901.6|H0904.1|J0903.1|OC1305.2,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I0903
30038,Student_30038,9,8,7,1,A0901.6|ADVHS01.36|B0901.2|E0901.3|G0901.6|H0904.7|I1003.2|OC1305.3,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|OC1305,J0901
30039,Student_30039,9,8,7,1,A0901.6|ADVHS01.1|B0901.4|E0901.1|G0901.2|H0904.7|J0901.2|OC1306.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0901|OC1306,I0903
27054,Student_27054,12,8,8,0,A1204.1|ADVHS01.33|E1201.1|G1201.1|I1215.1|J1203.1|L1301.2|OH1306.1|OI1305.4,A1204|ADVHS01|E1201|G1201|I1215|J1203|L1301|OH1306|OI1305,
27059,Student_27059,12,8,7,1,ADVHS01.10|E1201.6|G1201.2|I1208.1|J1203.3|L1301.1|OA1318.1|OH1306.2,ADVHS01|E1201|G1201|I1208|J1203|L1301|OA1318|OH1306,OI1303
28111,Student_28111,11,9,8,1,ADVHS01.2|E1101.3|G1203.4|I1204.1|I1212.3|I1213.3|L1304.2|OA1319.2|OH1305.2,ADVHS01|E1101|G1203|I1204|I1212|I1213|L1304|OA1319|OH1305,C0905
